StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID1,QID1_4_TEXT,Q38,Q2,Q2_18_TEXT,Q3,Q3_8_TEXT,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q13,Q40,Q15,Q15_8_TEXT,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_9_TEXT,Q17,Q17_10_TEXT,Q19,Q25,Q24,Q46,Q55,Q23,Q22,Q21,Q20,Q28,Q27,Q29,Q47,Q47_12_TEXT,Q30,Q33,Q34,Q34_7_TEXT,Q35,Q35_7_TEXT,Q36,Q36_7_TEXT,Q37,Q37_7_TEXT,Q50,Q50_7_TEXT,Q56,Q56_7_TEXT,Q53,Q52
2022-04-28 08:33:33,2022-04-28 08:41:19,IP Address,132.178.101.1,100,465,True,2022-04-28 08:41:20,R_vT4mqtISDRB8IeZ,,,,,43.6349,-116.2023,anonymous,EN,PhD student,,2019,"PhD Ecology, Evolution, & Behavior",,Government,,Extremely important,"Data management,Regression analyses,Machine learning,Process models (e.g. hydrologic modeling, fire spread),Multivariate analyses (e.g. principle components, cluster analysis, factor analysis)",Competent at a professional level (ready to enter the job market),Competent at a professional level (ready to enter the job market),Competent at a professional level (ready to enter the job market),,Moderate experience but more training required,,,,"Abundance or occurrence of species or events,Efficacy of interventions/treatments (through controlled or natural experiments),Spatial (or temporal) autocorrelation in the predictors or response",,7,8,1,6,5,4,2,3,9,,"R,Python,STAN,ArcGIS,QGIS,Google Earth Engine",,Competent at a professional level,Some entry level experience,Some entry level experience,,,,,,Competent at a professional level,Competent at a professional level,Competent at a professional level,"Integration of coding instruction into class assignments (e.g. Biometry lecture assignments, EEB 622 assignments, etc),Student-led workshops","R,Python,STAN,Julia,ArcGIS,QGIS,Google Earth Engine",,"Managing large or complex data,Fitting complex regression analyses,Effective data visualization and/or presentation of results,Working with spatial data and creating maps,Taking advantage of high-performance computing resources","EcoStatsBSU Slack channel,Time Series & Remote Sensing group (TSARS),EcoStats Summer reading group","It is at a difficult time for me to attend,I forget",,It is at a difficult time for me to attend,,,,,,I forget,,,,"More than enough great resources and smart people out there! I typically just forget to take advantage of them. ",
2022-04-28 09:50:18,2022-04-28 09:57:46,IP Address,96.18.17.224,100,448,True,2022-04-28 09:57:46,R_2uJWudIMlUk2Xio,,,,,43.6019,-116.1645,anonymous,EN,Faculty member,,,MS Hydrologic Science,,"Private for-profit industry,Private non-profit organization,Government",,Extremely important,"Data management,Regression analyses,Machine learning,Data simulation,Process models (e.g. hydrologic modeling, fire spread),Multivariate analyses (e.g. principle components, cluster analysis, factor analysis)",Competent at a professional level (ready to enter the job market),Moderate experience but more training required,No experience,No experience,No experience,,,,"Multivariate indices of community composition (e.g. community assemblages and similarity indexes),Efficacy of interventions/treatments (through controlled or natural experiments),Spatial (or temporal) autocorrelation in the predictors or response",,1,2,3,4,8,7,5,6,9,,"R,Python,ArcGIS,QGIS,Google Earth Engine",,Moderate experience but more training required,Some entry level experience,,,,,,,Some entry level experience,No experience,Some entry level experience,"Integration of coding instruction into class assignments (e.g. Biometry lecture assignments, EEB 622 assignments, etc),Weeklong ‘bootcamps’ provided by faculty","R,Python,JAVA,ArcGIS,QGIS,Google Earth Engine",,"Managing large or complex data,Fitting complex regression analyses,Effective data visualization and/or presentation of results,Working with spatial data and creating maps,Taking advantage of high-performance computing resources","R Users' Group,EcoStatsBSU Slack channel",,,"I forget,I do not know what this resource is",,,,I do not know what this resource is,,Some other reason (please specify),"I wouldnt need this, but imagine my students would find it useful, but have forgotten to tell them about it",I do not know what this resource is,,the community is great,additional training to get folks up to speed on HPC and short courses at the beginning of the fall semester
2022-04-28 09:55:20,2022-04-28 10:01:34,IP Address,132.178.160.168,100,374,True,2022-04-28 10:01:35,R_80tmp7r35yeMxS9,,,,,43.6054,-116.204,anonymous,EN,Faculty member,,,"PhD Ecology, Evolution, & Behavior",,"Private non-profit organization,Academia - primarily research,Government",,Extremely important,"Data management,Regression analyses,Machine learning,Multivariate analyses (e.g. principle components, cluster analysis, factor analysis)",Competent at a professional level (ready to enter the job market),Moderate experience but more training required,Moderate experience but more training required,,,,,,"Abundance or occurrence of species or events,Efficacy of interventions/treatments (through controlled or natural experiments),Spatial (or temporal) autocorrelation in the predictors or response",,7,1,4,5,6,8,2,3,9,,"R,Python,ArcGIS,Google Earth Engine",,Competent at a professional level,Some entry level experience,,,,,,,Competent at a professional level,,Competent at a professional level,"Weeklong ‘bootcamps’ provided by faculty,Self-motivated learning with curated resources (i.e. faculty provide lists of self-led tutorials to do on your own)","R,ArcGIS,Google Earth Engine",,"Managing large or complex data,Fitting complex regression analyses,Effective data visualization and/or presentation of results,Working with spatial data and creating maps,Taking advantage of high-performance computing resources",Time Series & Remote Sensing group (TSARS),I forget,,I forget,,I forget,,,,I forget,,I forget,,,
2022-04-28 10:10:19,2022-04-28 10:19:43,IP Address,132.178.207.21,100,563,True,2022-04-28 10:19:43,R_UcO92m0ch13lv9L,,,,,43.5885,-116.1918,anonymous,EN,Masters student,,2021,MS Hydrologic Science,,"Private for-profit industry,Private non-profit organization,Government",,Very important,"Data management,Regression analyses,Machine learning,Process models (e.g. hydrologic modeling, fire spread),Multivariate analyses (e.g. principle components, cluster analysis, factor analysis)",Moderate experience but more training required,Moderate experience but more training required,Some entry level experience,,Some entry level experience,,,,"Efficacy of interventions/treatments (through controlled or natural experiments),Spatial (or temporal) autocorrelation in the predictors or response",,1,8,5,4,2,6,3,7,9,,"R,Python,ArcGIS,Google Earth Engine",,Moderate experience but more training required,Moderate experience but more training required,,,,,,,Moderate experience but more training required,,Some entry level experience,"Integration of coding instruction into class assignments (e.g. Biometry lecture assignments, EEB 622 assignments, etc),Weeklong ‘bootcamps’ provided by faculty","R,Python,ArcGIS,Google Earth Engine",,"Managing large or complex data,Fitting complex regression analyses,Effective data visualization and/or presentation of results,Working with spatial data and creating maps",R Users' Group,,,I forget,,Some other reason (please specify),"I just haven't need to yet. ",I do not know what this resource is,,I do not know what this resource is,,I do not know what this resource is,,"I have learned quite a bit in my stats classes to be able to apply to my research. ",I would like a class that focuses more on Bayesian stats.
2022-04-28 10:27:04,2022-04-28 10:34:28,IP Address,132.178.207.20,100,443,True,2022-04-28 10:34:28,R_Qc4wujq4VHrqvCh,,,,,43.5885,-116.1918,anonymous,EN,PhD student,,2017,PhD Geoscience,,"Private for-profit industry,Academia - primarily research,Academia -  primarily teaching",,Extremely important,"Data management,Regression analyses,Machine learning,Process models (e.g. hydrologic modeling, fire spread),Individual or agent-based models/computer simulation",Moderate experience but more training required,Moderate experience but more training required,Some entry level experience,,Moderate experience but more training required,Moderate experience but more training required,,,"Multivariate indices of community composition (e.g. community assemblages and similarity indexes),Efficacy of interventions/treatments (through controlled or natural experiments),Spatial (or temporal) autocorrelation in the predictors or response",,1,4,5,3,6,2,7,8,9,,"R,Python,STAN,QGIS",,Competent at a professional level,Competent at a professional level,Moderate experience but more training required,,,,,,,Moderate experience but more training required,,"Integration of coding instruction into class assignments (e.g. Biometry lecture assignments, EEB 622 assignments, etc),Coding-focused course offerings (e.g., Intro to Spatial Data in R; Biometry R lab)","R,Python,STAN,Google Earth Engine",,"Managing large or complex data,Fitting complex regression analyses,Working with spatial data and creating maps,Taking advantage of high-performance computing resources","EcoStatsBSU Slack channel,Time Series & Remote Sensing group (TSARS),EcoStats Summer reading group",I forget,,It is at a difficult time for me to attend,,,,,,Some other reason (please specify),"Just haven't needed much 1:1 help. ",,,The courses have I have taken have been taught and integrate coding into the class time and assignments.,Having working data scientists or other professional users speaking about how they use methods or which methods they use most often.
2022-04-28 10:29:36,2022-04-28 10:40:50,IP Address,24.117.202.77,100,673,True,2022-04-28 10:40:50,R_3R3iVzCnL24n8a6,,,,,43.5885,-116.1918,anonymous,EN,Faculty member,,,"Masters of Public Administration,PhD Public Administration",,"Academia - primarily research,Government",,Very important,"Data management,Regression analyses,Multivariate analyses (e.g. principle components, cluster analysis, factor analysis)",Some entry level experience,No experience,,,,,,,"Efficacy of interventions/treatments (through controlled or natural experiments),Latent categorical or clustering variables (i.e. survey response)",,2,6,4,5,3,7,1,8,9,,"R,Other (please specify)",Stata,No experience,,,,,,,,,,,"Coding-focused course offerings (e.g., Intro to Spatial Data in R; Biometry R lab),Weeklong ‘bootcamps’ provided by faculty","R,Python",,"Managing large or complex data,Fitting complex regression analyses,Effective data visualization and/or presentation of results,Taking advantage of high-performance computing resources",,I do not know what this resource is,,I do not know what this resource is,,I do not know what this resource is,,I do not know what this resource is,,I do not know what this resource is,,I do not know what this resource is,,"As a faculty member I was not aware of these resources. So, working to increase awareness would do a lot. ","I'd like to know more specifically how students in the School of Public Service can take advantage of these resources. "
2022-04-28 10:38:32,2022-04-28 10:46:22,IP Address,96.18.174.187,100,469,True,2022-04-28 10:46:22,R_3JzyJszd5kQLH8b,,,,,43.6349,-116.2023,anonymous,EN,PhD student,,2020,PhD Geoscience,,Government,,Very important,"Data management,Data simulation,Process models (e.g. hydrologic modeling, fire spread),Individual or agent-based models/computer simulation,Multivariate analyses (e.g. principle components, cluster analysis, factor analysis)",Moderate experience but more training required,,,Some entry level experience,Moderate experience but more training required,No experience,,,"Abundance or occurrence of species or events,Spatial (or temporal) autocorrelation in the predictors or response",,2,8,6,4,1,3,5,7,9,,"Python,ArcGIS,QGIS,Google Earth Engine,Other (please specify)",MATLAB,,Some entry level experience,,,,,,,Moderate experience but more training required,Moderate experience but more training required,Some entry level experience,"Coding-focused course offerings (e.g., Intro to Spatial Data in R; Biometry R lab),Self-motivated learning with curated resources (i.e. faculty provide lists of self-led tutorials to do on your own)","Python,Google Earth Engine",,"Managing large or complex data,Fitting complex regression analyses,Effective data visualization and/or presentation of results,Working with spatial data and creating maps,Taking advantage of high-performance computing resources",,It does not directly relate to the types of computational/statistical problems I (or my students) typically encounter,,I do not know what this resource is,,I do not know what this resource is,,I do not know what this resource is,,It does not directly relate to the types of computational/statistical problems I (or my students) typically encounter,,It does not directly relate to the types of computational/statistical problems I (or my students) typically encounter,,I haven't had any real experience with the resources except for what I've been required to use for my research and my classes.,"I do not know about a lot of the resources, and I think this is a major disadvantage to me as a student.  I would love to hear more about groups that are focused on stats and computational analysis and be able to attend such groups.  I'd also like to see more geoscience-related topics as well."
2022-04-28 10:35:09,2022-04-28 10:54:56,IP Address,107.77.231.153,100,1187,True,2022-04-28 10:54:56,R_1qh4bsDFYzTmExo,,,,,33.9322,-118.2488,anonymous,EN,PhD student,,2021,PhD Geoscience,,Government,,Extremely important,"Data management,Machine learning,Process models (e.g. hydrologic modeling, fire spread),Multivariate analyses (e.g. principle components, cluster analysis, factor analysis)",Competent at a professional level (ready to enter the job market),,Moderate experience but more training required,,Moderate experience but more training required,,,,Efficacy of interventions/treatments (through controlled or natural experiments),,6,5,4,2,1,7,8,3,9,,"R,Python,QGIS,Google Earth Engine,Other (please specify)",MATLAB,Some entry level experience,Competent at a professional level,,,,,,,,Competent at a professional level,Moderate experience but more training required,"Integration of coding instruction into class assignments (e.g. Biometry lecture assignments, EEB 622 assignments, etc)",R,,Taking advantage of high-performance computing resources,"EcoStatsBSU Slack channel,Time Series & Remote Sensing group (TSARS)",Some other reason (please specify),"I have not yet involved R into my dissertation workflow. I will be using our a lot for my summer research position, where I will learn on the job. I would be more comfortable in a classroom setting or workshop setting for learning R because I am not very familiar.",Some other reason (please specify),"Unaware of time ",,,,,I do not know what this resource is,,I do not know what this resource is,,"R2 , Borah, and other high computing services work very well.",Improving accessibility and workshops to help students access computational resources.
2022-04-28 11:42:34,2022-04-28 11:49:22,IP Address,104.245.111.210,100,407,True,2022-04-28 11:49:22,R_231OblPdDs0gn6H,,,,,43.4845,-116.3821,anonymous,EN,Faculty member,,,MS Raptor Biology,,Private non-profit organization,,Extremely important,"Data management,Regression analyses,Multivariate analyses (e.g. principle components, cluster analysis, factor analysis)",Moderate experience but more training required,Some entry level experience,,,,,,,"Abundance or occurrence of species or events,Vital rates of a population (e.g. mortality, fecundity, emigration, immigration),Spatial (or temporal) autocorrelation in the predictors or response",,1,7,6,3,5,4,2,8,9,,"R,ArcGIS,Google Earth Engine",,Moderate experience but more training required,,,,,,,,Some entry level experience,,Some entry level experience,"Integration of coding instruction into class assignments (e.g. Biometry lecture assignments, EEB 622 assignments, etc),Weeklong ‘bootcamps’ provided by faculty","R,ArcGIS",,"Managing large or complex data,Working with spatial data and creating maps","R Users' Group,Stats Hour,EcoStatsBSU Slack channel",,,,,,,I do not know what this resource is,,Some other reason (please specify),just 'cause,Some other reason (please specify),just 'cause,Lots of support options. Material in classes integrated into thesis research.,Let's not forget what field biology is - OK? Computational skills must be in conjunction with sound field biology skills.
2022-04-28 20:17:26,2022-04-28 20:21:48,IP Address,65.129.131.245,100,262,True,2022-04-28 20:21:49,R_24J0HhLopBfLqwJ,,,,,43.5441,-116.5662,anonymous,EN,Faculty member,,,,,,,Very important,"Data management,Regression analyses,Individual or agent-based models/computer simulation,Structural equation modeling,Multivariate analyses (e.g. principle components, cluster analysis, factor analysis)",Expert,Moderate experience but more training required,,,,Moderate experience but more training required,,Some entry level experience,,,1,4,5,6,2,7,3,8,9,,"R,NetLogo,ArcGIS,QGIS",,Moderate experience but more training required,,,,,,,Moderate experience but more training required,Competent at a professional level,Competent at a professional level,,"Integration of coding instruction into class assignments (e.g. Biometry lecture assignments, EEB 622 assignments, etc),Coding-focused course offerings (e.g., Intro to Spatial Data in R; Biometry R lab)","R,NetLogo,ArcGIS,QGIS",,,,"It is at a difficult time for me to attend,I personally do not find this type of resource helpful for my learning",,I do not know what this resource is,,I do not know what this resource is,,I do not know what this resource is,,I do not know what this resource is,,I do not know what this resource is,,,
2022-04-29 13:54:24,2022-04-29 14:06:05,IP Address,2.57.166.128,100,700,True,2022-04-29 14:06:06,R_1PbDHcplvzZFsED,,,,,43.6349,-116.2023,anonymous,EN,PhD student,,2018,"PhD Ecology, Evolution, & Behavior",,"Private non-profit organization,Academia - primarily research,Government",,Very important,"Data management,Regression analyses,Data simulation,Process models (e.g. hydrologic modeling, fire spread),Multivariate analyses (e.g. principle components, cluster analysis, factor analysis)",Moderate experience but more training required,Moderate experience but more training required,,Some entry level experience,No experience,,,,"Abundance or occurrence of species or events,Vital rates of a population (e.g. mortality, fecundity, emigration, immigration),Efficacy of interventions/treatments (through controlled or natural experiments),Spatial (or temporal) autocorrelation in the predictors or response,Latent categorical or clustering variables (i.e. survey response)",,2,7,6,5,1,4,3,8,9,,R,,Moderate experience but more training required,,,,,,,,,,,"Coding-focused course offerings (e.g., Intro to Spatial Data in R; Biometry R lab),Weeklong ‘bootcamps’ provided by faculty",R,,"Managing large or complex data,Fitting complex regression analyses,Effective data visualization and/or presentation of results,Working with spatial data and creating maps,Taking advantage of high-performance computing resources","R Users' Group,EcoStatsBSU Slack channel,EcoStats Summer reading group",,,"It does not directly relate to the types of computational/statistical problems I (or my students) typically encounter,I do not know what this resource is,I am not comfortable attending this group",,,,"It does not directly relate to the types of computational/statistical problems I (or my students) typically encounter,I do not know what this resource is,I am not comfortable attending this group",,I do not know what this resource is,,,,,
2022-05-01 12:24:26,2022-05-01 12:30:59,IP Address,72.24.213.45,100,392,True,2022-05-01 12:30:59,R_VI0ELESxnmL5V9D,,,,,43.578,-116.2954,anonymous,EN,Masters student,,2020,MS Raptor Biology,,Government,,Extremely important,"Data management,Regression analyses,Data simulation",Moderate experience but more training required,Moderate experience but more training required,,Some entry level experience,,,,,"Abundance or occurrence of species or events,Vital rates of a population (e.g. mortality, fecundity, emigration, immigration),Efficacy of interventions/treatments (through controlled or natural experiments),Spatial (or temporal) autocorrelation in the predictors or response",,1,2,3,5,6,7,4,8,9,,"R,ArcGIS,QGIS",,Moderate experience but more training required,,,,,,,,Moderate experience but more training required,Moderate experience but more training required,,"Coding-focused course offerings (e.g., Intro to Spatial Data in R; Biometry R lab),Weeklong ‘bootcamps’ provided by faculty",R,,"Managing large or complex data,Fitting complex regression analyses,Effective data visualization and/or presentation of results,Working with spatial data and creating maps,Taking advantage of high-performance computing resources","R Users' Group,EcoStatsBSU Slack channel",,,"It does not directly relate to the types of computational/statistical problems I (or my students) typically encounter,It is at a difficult time for me to attend",,,,I do not know what this resource is,,I do not know what this resource is,,I do not know what this resource is,,,
2022-04-25 06:17:53,2022-04-25 06:21:55,IP Address,24.117.193.111,18,242,False,2022-05-02 06:21:59,R_dnixaKFxVTNRtjH,,,,,,,anonymous,EN,Other (please specify),Research Staff,,MS Raptor Biology,,"Private non-profit organization,Academia - primarily research,Government",,Extremely important,"Data management,Regression analyses,Machine learning,Process models (e.g. hydrologic modeling, fire spread),Multivariate analyses (e.g. principle components, cluster analysis, factor analysis)",Competent at a professional level (ready to enter the job market),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25 06:52:51,2022-04-25 06:55:20,IP Address,75.174.188.243,16,148,False,2022-05-02 06:55:21,R_2R49M3A9knQE5Eh,,,,,,,anonymous,EN,Masters student,,2020,MS Raptor Biology,,"Private non-profit organization,Government",,Very important,"Data management,Regression analyses,Data simulation,Closed-form mathematical models",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25 08:41:02,2022-04-25 08:42:33,IP Address,87.249.134.24,36,90,False,2022-05-02 08:42:39,R_5BFuzNnmkI2EOm5,,,,,,,anonymous,EN,Other (please specify),Staff,,Other (please specify,Masters CS,Academia - primarily research,,Very important,Data management,Moderate experience but more training required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25 08:46:03,2022-04-25 08:53:01,IP Address,24.117.201.29,84,418,False,2022-05-02 08:53:09,R_2zpDyz5BdMiOnCO,,,,,,,anonymous,EN,Masters student,,2022,MS Biology,,"Academia - primarily research,Academia -  primarily teaching",,Extremely important,"Data management,Regression analyses,Machine learning,Data simulation,Multivariate analyses (e.g. principle components, cluster analysis, factor analysis)",Some entry level experience,Some entry level experience,No experience,No experience,,,,,"Abundance or occurrence of species or events,Multivariate indices of community composition (e.g. community assemblages and similarity indexes)",,2,6,4,7,5,8,3,1,9,,"R,Python,Other (please specify)",MatLab,Some entry level experience,No experience,,,,,,,,,,"Coding-focused course offerings (e.g., Intro to Spatial Data in R; Biometry R lab),Weeklong ‘bootcamps’ provided by faculty","R,Python",,"Managing large or complex data,Fitting complex regression analyses,Effective data visualization and/or presentation of results,Taking advantage of high-performance computing resources",,Some other reason (please specify),Haven’t focused needed to use R for my project yet,Some other reason (please specify),I don’t need it for my project yet.,,,,,,,,,,
2022-04-25 09:11:39,2022-04-25 09:29:40,IP Address,132.178.207.17,9,1080,False,2022-05-02 09:29:43,R_2uKixfoChHO53uZ,,,,,,,anonymous,EN,Masters student,,2022,MS Raptor Biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25 10:38:24,2022-04-25 10:39:05,IP Address,174.21.103.45,9,41,False,2022-05-02 10:39:06,R_1jURXXiBNUJDQFK,,,,,,,anonymous,EN,Other (please specify),Research Associate,,PhD Geoscience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-02 11:43:46,2022-05-02 11:58:57,IP Address,24.117.194.150,100,910,True,2022-05-02 11:58:57,R_3CDcRGin9HyNOMd,,,,,43.6643,-116.2419,anonymous,EN,PhD student,,2019,"PhD Ecology, Evolution, & Behavior",,Academia - primarily research,,Extremely important,"Data management,Regression analyses,Machine learning,Multivariate analyses (e.g. principle components, cluster analysis, factor analysis)",Some entry level experience,Some entry level experience,No experience,,,,,,"Abundance or occurrence of species or events,Multivariate indices of community composition (e.g. community assemblages and similarity indexes),Spatial (or temporal) autocorrelation in the predictors or response",,2,3,4,5,6,8,1,7,9,variable selection for models,"R,Python,STAN,BUGS/JAGS,Julia,ArcGIS,QGIS,Google Earth Engine",,Some entry level experience,No experience,Some entry level experience,Some entry level experience,,,No experience,,Some entry level experience,Some entry level experience,No experience,"Integration of coding instruction into class assignments (e.g. Biometry lecture assignments, EEB 622 assignments, etc),Coding-focused course offerings (e.g., Intro to Spatial Data in R; Biometry R lab),Weeklong ‘bootcamps’ provided by faculty,Student-led workshops","Python,STAN,BUGS/JAGS",,"Managing large or complex data,Fitting complex regression analyses,Effective data visualization and/or presentation of results","Stats Hour,EcoStatsBSU Slack channel",I am not comfortable attending this group,,,,,,I do not know what this resource is,,I forget,,It is at a difficult time for me to attend,,"I think the resources have improve a lot since I started my program even with the pandemic. I think the 1 on 1 stat help would be better coordinated with the labs and class diereclty so thy know it is a resource available to all. I know Matt and I think he is a great mentor, but I am not sure all students have had a chance to meet with him and feel comfortable. ","Maybe more in person discussion or a seminar dedicated to ""cool"" R or Phyton tools. Something where students get inspired by other people's work, but also presenters must be encourage to present things in super simple words. I often feel some profesors forget we don't always know what package or program they are talking about and feels dawnting to even ask questions. It feels like we should know this by now. I am happy to see more diverse range of professors like Allison and Jen offering classes. I feel they make stats more inclusive. "
2022-05-02 14:28:04,2022-05-02 14:37:43,IP Address,24.117.185.24,100,578,True,2022-05-02 14:37:43,R_23eF37GUbd0qn5E,,,,,43.6138,-116.3972,anonymous,EN,Masters student,,2021,MS Biology,,"Private non-profit organization,Independent consulting,Government",,Very important,"Data management,Regression analyses,Multivariate analyses (e.g. principle components, cluster analysis, factor analysis)",Moderate experience but more training required,Moderate experience but more training required,,,,,,,"Multivariate indices of community composition (e.g. community assemblages and similarity indexes),Efficacy of interventions/treatments (through controlled or natural experiments),Spatial (or temporal) autocorrelation in the predictors or response",,1,4,5,3,2,6,7,8,9,,R,,Moderate experience but more training required,,,,,,,,,,,"Integration of coding instruction into class assignments (e.g. Biometry lecture assignments, EEB 622 assignments, etc),Self-motivated learning with curated resources (i.e. faculty provide lists of self-led tutorials to do on your own)","R,Python,ArcGIS,QGIS",,"Managing large or complex data,Fitting complex regression analyses,Effective data visualization and/or presentation of results",,I forget,,"It is at a difficult time for me to attend,I forget",,,,,,I do not know what this resource is,,I do not know what this resource is,,,
2022-04-26 10:57:11,2022-04-26 10:58:23,IP Address,75.174.233.190,36,72,False,2022-05-03 10:58:31,R_31z4hvy9QVhEtgz,,,,,,,anonymous,EN,Masters student,,2019,MS Biology,,Government,,Very important,"Data management,Regression analyses,Individual or agent-based models/computer simulation,Multivariate analyses (e.g. principle components, cluster analysis, factor analysis)",Moderate experience but more training required,Moderate experience but more training required,,,,Some entry level experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-26 11:33:03,2022-04-26 11:33:23,IP Address,132.178.142.135,7,19,False,2022-05-03 11:33:32,R_1PSJDljvPfKKXiY,,,,,,,anonymous,EN,Faculty member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-26 11:00:33,2022-04-26 11:02:34,IP Address,160.3.174.224,36,120,False,2022-05-03 12:59:53,R_2XoIuh5AfMhaPjs,,,,,,,anonymous,EN,Faculty member,,,MS Biology,,Academia - primarily research,,Moderately important,"Data management,Regression analyses",Moderate experience but more training required,Some entry level experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-26 12:00:26,2022-04-26 19:04:58,IP Address,75.174.9.144,36,25471,False,2022-05-03 19:05:01,R_r0yK10CMIpQlEyJ,,,,,,,anonymous,EN,Faculty member,,,"Masters of Public Administration,PhD Ecology, Evolution, & Behavior,PhD Public Administration",,Other (please specify),"Academia - balance of teaching & research ",Moderately important,"Data management,Regression analyses,Multivariate analyses (e.g. principle components, cluster analysis, factor analysis)",Moderate experience but more training required,Moderate experience but more training required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 16:26:39,2022-04-27 16:26:53,IP Address,132.178.160.145,2,14,False,2022-05-04 16:26:57,R_1gejs9fVYmQ3cSE,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 09:53:26,2022-04-28 09:54:56,IP Address,75.174.73.75,36,89,False,2022-05-05 09:55:00,R_2SwqHj6jwoBbspR,,,,,,,anonymous,EN,Other (please specify),Bachelors Student,,Other (please specify,BS Geoscience,Government,,Moderately important,"Data management,Machine learning,Data simulation",Moderate experience but more training required,,Moderate experience but more training required,Moderate experience but more training required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 09:54:39,2022-04-28 09:55:36,IP Address,132.178.207.22,9,57,False,2022-05-05 09:55:43,R_26hfcvdZ8tR1LQ1,,,,,,,anonymous,EN,PhD student,,2021,PhD Geophysics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 09:57:35,2022-04-28 09:57:38,IP Address,132.178.207.19,2,2,False,2022-05-05 09:57:39,R_3iOPBIorcXjC71k,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 10:54:21,2022-04-28 10:54:28,IP Address,96.19.65.53,2,6,False,2022-05-05 10:54:35,R_egmxGltRgxBpLVf,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 12:51:38,2022-04-28 12:52:29,IP Address,65.129.131.149,9,51,False,2022-05-05 12:52:52,R_1ISlYHvhNThehSO,,,,,,,anonymous,EN,Faculty member,,,"Masters of Public Administration,PhD Public Administration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 15:48:35,2022-04-28 15:58:53,IP Address,174.247.136.68,93,617,False,2022-05-05 15:58:56,R_2zd5hZ48azuJuBR,,,,,,,anonymous,EN,Masters student,,2021,MS Hydrologic Science,,Government,,Extremely important,"Data management,Regression analyses,Machine learning,Data simulation,Process models (e.g. hydrologic modeling, fire spread),Individual or agent-based models/computer simulation,Closed-form mathematical models,Structural equation modeling,Multivariate analyses (e.g. principle components, cluster analysis, factor analysis)",Competent at a professional level (ready to enter the job market),Moderate experience but more training required,Some entry level experience,Some entry level experience,Competent at a professional level (ready to enter the job market),Moderate experience but more training required,Competent at a professional level (ready to enter the job market),Competent at a professional level (ready to enter the job market),"Abundance or occurrence of species or events,Multivariate indices of community composition (e.g. community assemblages and similarity indexes),Spatial (or temporal) autocorrelation in the predictors or response",,1,4,2,5,3,8,9,6,7,,"R,Python,ArcGIS,QGIS,Google Earth Engine",,Competent at a professional level,Moderate experience but more training required,,,,,,,Expert,Expert,Some entry level experience,"Coding-focused course offerings (e.g., Intro to Spatial Data in R; Biometry R lab)",,,"Managing large or complex data,Fitting complex regression analyses,Working with spatial data and creating maps",,,,,,,,,,,,,,,
2022-04-29 14:07:12,2022-04-29 14:55:45,IP Address,132.178.238.25,7,2912,False,2022-05-06 14:55:50,R_3j9irI52NiSP4Xp,,,,,,,anonymous,EN,Faculty member,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
